beta_1,beta_2,beta_3,beta_4,A,D,E,ME,obj,delay,run,period
0.017338306339886766,0.023197443532533935,0.025354785451518754,0.011650249120176018,6.749847273794254,13.11260864883234,-1.202127497543957,7.944719137628383,50.600309182629736,1,1,0.5
0.01725074313221756,0.024372072078191146,0.025155759670590434,0.011358273773002758,6.726288958627984,13.025862416022317,-1.2347906085065061,7.953523389884908,50.82652804040932,1,2,0.5
0.01706298569383313,0.02337324159153053,0.02578166686221938,0.011375176336840839,6.740990600742128,13.114800260243479,-1.1762285903909073,7.909944727397643,44.066730854101394,1,3,0.5
0.008882968741067433,0.0044764685783999164,0.045975130733057736,0.006042236649197825,6.766500119382177,13.927036224002753,-1.3810473129756031,8.141703112814596,37.13697011512286,1,1,2.0
0.009074812555454833,0.007420054859633999,0.0466783700837052,0.005999989928110026,6.736583836860736,14.152667397809365,-1.025368565259446,7.755852868910388,44.18320249544875,1,2,2.0
0.009086943577736012,0.005672787370476118,0.04611930594811839,0.006047832636735459,6.7479992818344074,14.025257494184922,-1.2098740207440521,7.9519358434234615,35.483443277136274,1,3,2.0
0.0072090334727744195,0.004302898843854925,0.05623386404354098,0.005534125004475319,6.879030005148835,14.939157858819847,-1.2073221590218899,8.074991781288258,57.128899674430336,1,1,5.0
0.007332315897104915,0.005003022926388874,0.05884327402585963,0.005438661296574474,6.851814028974418,14.896033334150234,-1.1416036329657946,7.982027676701916,37.331249447108114,1,2,5.0
0.007535466653235038,0.004310939832578038,0.056139311770949676,0.005437256980825816,6.835431511022265,14.791523587764349,-1.2422455110897965,8.066065245860917,54.00997597839048,1,3,5.0
0.010139113515347197,0.019213336506072255,0.044384356614684595,0.007912094770563578,6.853482547656486,13.85574019652453,-0.6675807413605415,7.515015302082647,22.80204537865275,1,1,0.0
0.009155129335560633,0.012475371590414355,0.04365683697477099,0.006988895936650715,6.834681174162093,13.670714832299254,-0.8698605801095737,7.699155457140093,19.32778791114625,1,2,0.0
0.011462082758640205,0.011872195956389315,0.03390053044237061,0.008037710159884364,6.78876328384774,13.47307069713904,-0.910025598565079,7.69346871612392,16.331718621524786,1,3,0.0
0.018228755267110017,0.02641287630213975,0.026003060099982687,0.012250722199797927,6.750150863372867,13.095019823189876,-1.2197571107726355,7.962408080049193,41.33684082329688,2,1,0.5
0.017756049539946712,0.02712615079264735,0.02626443267751722,0.011676722560769452,6.726337430285298,13.039976000689109,-1.213715753937285,7.932362067391073,41.400547865983945,2,2,0.5
0.01753403872496234,0.026788100988951756,0.027210233624325737,0.011694407009910401,6.740638478218584,13.147223022750998,-1.1409850148902296,7.874120514359104,35.1902828344484,2,3,0.5
0.008886516056848858,0.005325556069943411,0.048983493610428204,0.006050218667405066,6.76582369762296,14.035311606660994,-1.2744938454034926,8.03442373129805,39.04334473962032,2,1,2.0
0.009070282975526102,0.008445867901862027,0.049876078383812375,0.006001758329470571,6.735944205107339,14.218962231386262,-0.9606141701671741,7.690410268026313,26.194059449613448,2,2,2.0
0.009113577133620309,0.006718985768917431,0.04905531958339316,0.006070602114367187,6.747382005039339,14.126665839546906,-1.1086282812884198,7.850010982507938,24.793442872771966,2,3,2.0
0.007263158001948353,0.005455416802840803,0.06006925665625891,0.005579222634533625,6.878467359134014,15.032907609720446,-1.0607769416744832,7.9279462390641635,65.16511049040733,2,1,5.0
0.007417700708325955,0.006486762773834923,0.06280995672370057,0.00550530608327604,6.851353739256415,15.001510769080767,-0.9775486029344176,7.81753882162704,42.053301203965084,2,2,5.0
0.007587539902031578,0.005443957169640734,0.06000489227570706,0.005478204169340899,6.834855222267952,14.882548808925424,-1.0992222976823398,7.922537555413577,60.0580983256345,2,3,5.0
0.010446375279416942,0.022201305417143047,0.046475862516596064,0.00815267272180723,6.85371930775636,13.86085727986316,-0.6276267484372053,7.47512121749297,21.844459654012606,2,1,0.0
0.009359792413950092,0.014437390834428916,0.0456919769892086,0.007145985158751513,6.834777212178756,13.697401710949372,-0.8058142672783914,7.635098693784076,17.865380796858478,2,2,0.0
0.01142068196740879,0.01290482953140392,0.03615890873703669,0.008009934388545794,6.788241417979186,13.489976723027572,-0.8762214114637326,7.65915322619136,16.177275126448087,2,3,0.0
0.018095367880082116,0.029517860733494824,0.028315089188422602,0.012162879761240577,6.749187000296692,13.186744299721221,-1.1188807403757692,7.860469126501291,35.22964999219572,3,1,0.5
0.018808031206791254,0.03065038378325436,0.02676151185922924,0.01235992247364105,6.7269261194907095,13.002375294979423,-1.2487157048754032,7.967709960685321,35.239628654372765,3,2,0.5
0.018054940885289663,0.030674432963283847,0.028724946453460926,0.012047473136274717,6.740352671538333,13.174006981901076,-1.110307475353108,7.842913661900386,29.665999113424384,3,3,0.5
0.008897645782094423,0.006371382844320949,0.0524028920567957,0.006063538479712934,6.765113057643488,14.138645585617821,-1.1679430853212451,7.92710976684054,54.04805224631507,3,1,2.0
0.009145356312469327,0.010037314347432888,0.053094366783709136,0.006056489242974674,6.735403867319269,14.306847315093025,-0.8647174544031435,7.5938860364395655,19.976554766560753,3,2,2.0
0.009168703164187792,0.008085645946835163,0.05226737134137668,0.006112621174374534,6.746768074853859,14.230526919693627,-0.9987522732035501,7.739445874028865,26.6637577189794,3,3,2.0
0.0073458952826357315,0.007003044519196645,0.06428607816018528,0.005646155997810356,6.878007535840221,15.125410867528101,-0.9079503039983756,7.77468241126326,74.41584456949708,3,1,5.0
0.0074666508726330206,0.007910188182021166,0.06780085178669777,0.005544760901595682,6.8508375971258255,15.044704577012723,-0.8745116466053702,7.714034911109981,47.991795837720595,3,2,5.0
0.007579685200951798,0.006297974488907101,0.06501228345394414,0.005475692843502922,6.8341717474837385,14.890557408474569,-1.040374846235091,7.863124567963244,67.2218685147394,3,3,5.0
0.01089847637106468,0.026186645741441365,0.04838961150829251,0.008506323138722188,6.854188753765075,13.861971295340995,-0.5910914767613507,7.438796112828014,21.273119225147674,3,1,0.0
0.00951317983603778,0.01646118868205207,0.048326610683475935,0.007263930204593359,6.834751879985706,13.708014329604993,-0.7563613518357433,7.585537524046819,16.810344812264702,3,2,0.0
0.012148177135705126,0.015757523968454073,0.036286264088950866,0.008521485169824518,6.789013349058287,13.52759997110427,-0.8158694641829408,7.599289130080753,16.428407362760442,3,3,0.0
0.01851704909724797,0.033251709913712145,0.02995407489031087,0.01244776169127891,6.748938121700958,13.218108839745947,-1.0821822976622173,7.823339062708378,33.15920715078293,4,1,0.5
0.01871095014448459,0.034033689172806726,0.02909860769743647,0.012288260105057939,6.726134804498901,13.086318740909443,-1.1536695372297368,7.871788063884709,33.33028514320332,4,2,0.5
0.018308176538101593,0.03484784441462515,0.030855728308901428,0.012222391340624101,6.739790272748686,13.224381562004801,-1.0529010371991192,7.784745732318212,28.28638003400696,4,3,0.5
0.008842912445716805,0.007263460102864462,0.05682207688745009,0.006032322102303421,6.7642571399724405,14.193891896361636,-1.1096431103398672,7.8679312219040405,81.41609975804484,4,1,2.0
0.009225049308722621,0.011949559558121508,0.05683586097987407,0.006114555257259627,6.734829123747862,14.38472052480951,-0.7738706201556874,7.502371434375374,24.656343391872202,4,2,2.0
0.009254908015371403,0.00986231571842947,0.055840385990537214,0.006175672886413582,6.746163871033433,14.332951664556228,-0.8838276984991935,7.6238257201125785,40.16555736077558,4,3,2.0
0.0073898112903156244,0.008478269901158124,0.06962690809552008,0.005683142647856884,6.877484568947383,15.157453669491103,-0.8140231014349048,7.6802813109370724,84.43999136595983,4,1,5.0
0.007665074629581034,0.010869122349209358,0.07229119205098711,0.005695130074908765,6.850724856454944,15.169942697840169,-0.6713428210097216,7.510623690592312,54.70082950234432,4,2,5.0
0.007784153380169977,0.008997067288236727,0.06898496216078753,0.005626519532079037,6.834020599112609,15.057690310289994,-0.7970748488237898,7.619568303466105,75.43306641272463,4,3,5.0
0.010186902907648884,0.026169654557183633,0.056640960179345216,0.00795167105782158,6.852481040667633,13.798879598667725,-0.5891065621906115,7.435483036829854,21.06775125424317,4,1,0.0
0.009818721052659737,0.019444510624129788,0.05060483715182729,0.007498064848996051,6.835013061063764,13.728567402763641,-0.6936438197959928,7.522908218322729,16.14142048952302,4,2,0.0
0.012548680205201524,0.01819079994394266,0.0376334611947645,0.008803740918818704,6.789179421850118,13.543844813901185,-0.7787685806681692,7.562188792155547,17.056569810484746,4,3,0.0
0.018746990333749578,0.03723768855071393,0.03207426932004398,0.012603180455561544,6.748520170679886,13.265401752891192,-1.0279848219657766,7.768574274406522,36.04398600218016,5,1,0.5
0.019164788936562798,0.03808015725762133,0.03077643454521503,0.012579520038142866,6.726005352138048,13.114129434888584,-1.119612081529759,7.837435372188053,36.259472582345545,5,2,0.5
0.018596850980680858,0.03939477252080932,0.03308285685506747,0.012420830892592884,6.739352943538552,13.268182987123073,-1.002872048672555,7.7340839979663585,31.878942130800286,5,3,0.5
0.009030750667988068,0.00975845981487887,0.06042432957721489,0.0061668252433296706,6.763737380196892,14.360694519515855,-0.9152169830990504,7.6728558533119875,119.82681639629398,5,1,2.0
0.009083637366164302,0.012971585221434562,0.06280687629556814,0.006026217440494802,6.733854081811882,14.38458364467267,-0.7644403592838199,7.491993555240412,39.22131133759401,5,2,2.0
0.009418489376491198,0.012411635817303394,0.05960724177989964,0.006290716838156372,6.745639572958951,14.443644589802377,-0.7514102140764933,7.490749002106571,64.12230206894206,5,3,2.0
0.00762524870322149,0.011933311281289034,0.07412115351853704,0.005867344228807533,6.877482060915214,15.295237315523751,-0.5930853699728849,7.459158606241794,95.27326884368534,5,1,5.0
0.007859564429243035,0.0143109482635272,0.07786467432514896,0.005842535431440855,6.850648232383531,15.242911027890274,-0.5168534268925941,7.355898818304363,62.25727181132477,5,2,5.0
0.007949914697797598,0.011813533162530473,0.074188055256822,0.005749272797459794,6.833821833794192,15.140003574331512,-0.6383890606476378,7.460586678269517,84.20625241889648,5,3,5.0
0.012039790770053052,0.03703592651758951,0.052780126289064,0.009398812794153758,6.855348547542006,13.829870951806729,-0.5474249717993037,7.395642267783516,21.199410413889233,5,1,0.0
0.010076926931453416,0.02268325123095862,0.053625822118445646,0.007696068732611721,6.835153707142059,13.732237199086079,-0.6451034888048318,7.474356327568736,15.835095814934146,5,2,0.0
0.013045250014503375,0.021159348734068214,0.03897244694406701,0.00915345535713313,6.789446609398434,13.551944652857314,-0.7490629813205663,7.532545176886209,18.03592724283258,5,3,0.0
0.019122735731804875,0.041502278493189944,0.03399605457643131,0.012856008931245883,6.7483381050990126,13.297212882779448,-0.9920289094457129,7.732273382159442,44.69188417020203,6,1,0.5
0.019121515530546206,0.04201833631664043,0.03333854993087422,0.012546006753159668,6.725409777658002,13.180658307800902,-1.044139652645346,7.761281789603668,44.429040799421756,6,2,0.5
0.019288585986907174,0.044475848403050494,0.034623229402264914,0.012888811777838089,6.739414450680474,13.278648557437798,-0.9920551559268352,7.723076777303516,41.4705338708351,6,3,0.5
0.009156617989129048,0.012400765756091326,0.06532450349647491,0.006259369798627688,6.7630711549877445,14.466829456733862,-0.7800997396671662,7.536962139151055,167.28565398781407,6,1,2.0
0.009617657996505442,0.018420340844436802,0.06516709578613535,0.006386260630125041,6.733970945107718,14.55264370208518,-0.5540907192152589,7.2813997328153315,62.45524021545239,6,2,2.0
0.009565502714982802,0.01538999341083043,0.06436153187561175,0.006394966044006254,6.745058696379004,14.526599765630401,-0.641827478505621,7.380451940684052,97.16508082197187,6,3,2.0
0.007851147689160343,0.01591772005493387,0.07982358917266813,0.006044158388022846,6.877504325456663,15.37033968448226,-0.4321632933058167,7.2980462228785985,106.1136904636034,6,1,5.0
0.008008246397229551,0.018015733622509387,0.08529688406900852,0.00595577800402994,6.850492004876421,15.260999239892778,-0.41321284923110974,7.251973348710565,70.02110720839916,6,2,5.0
0.007956402629298696,0.013722075983245052,0.08218011957789916,0.005756713647452343,6.8332705985930655,15.108148736916936,-0.5974344602068431,7.419150859448723,93.10030189772839,6,3,5.0
0.013614380622300559,0.04720489302817353,0.051986867639323746,0.010628910037728765,6.857296902914286,13.77902406853734,-0.5782530851965884,7.42764540725063,21.628263510779842,6,1,0.0
0.010484090915750506,0.02719764131434083,0.05652758849312706,0.008007867015036852,6.835534732226991,13.735492325392336,-0.5946253509815028,7.424016790815303,15.867206978095497,6,2,0.0
0.014585472791633625,0.026433253756295804,0.0377386439358234,0.0102356411272783,6.791087584453757,13.52385644060315,-0.7709751968767445,7.555550200391737,19.336989898928433,6,3,0.0
0.01932463520819843,0.04562580446047638,0.03618329089552232,0.01299114064290087,6.748078238558393,13.337797436942186,-0.9474410676283747,7.687308161332849,59.86758183435344,7,1,0.5
0.01990678552671933,0.04673230510272887,0.03452582932809944,0.013057347767151272,6.725708992014447,13.179373086326436,-1.0459219894039493,7.7631535575685415,58.52551380283302,7,2,0.5
0.01913890552975387,0.04875937093783038,0.037620271490674616,0.012793579752298752,6.738764886792949,13.345166418026524,-0.9186700814522862,7.648963237331177,57.53906590350538,7,3,0.5
0.009369239080375234,0.016245812898913956,0.07082654436924196,0.006411648257904836,6.7625098409463975,14.572713844518836,-0.6332354843562464,7.389371716387484,222.37981014708603,7,1,2.0
0.009965524518625436,0.023723970229988737,0.06990037982475172,0.006623345667095136,6.733740211394841,14.62859977479649,-0.4396759097751515,7.166472580653291,92.36204380284295,7,2,2.0
0.00985173652748151,0.019931172903142103,0.06932085352693042,0.006592682293487227,6.744664065521119,14.61718483211035,-0.5129132427675586,7.25091845605815,137.46132756455842,7,3,2.0
0.00817173094694829,0.021652093377582202,0.08602063375089916,0.006293827396577651,6.877826167559854,15.436841553322264,-0.27101269509450804,7.136836963838394,116.83141002546196,7,1,5.0
0.008528212187907995,0.02636977362140743,0.09058682202155317,0.006345156866556113,6.85136312261688,15.365706246629564,-0.20432405021334044,7.043275875122185,77.86318423018979,7,2,5.0
0.00846127568677596,0.020977638878677037,0.08669685278896318,0.006124702067207137,6.833999531854146,15.26690010720379,-0.3330503390498378,7.154910160050187,102.4512058162425,7,3,5.0
0.014797241926525945,0.05769946990774806,0.05389682855049829,0.01155331974934807,6.858375202677257,13.709209022123975,-0.6057283978111652,7.455647763079426,22.29704145721193,7,1,0.0
0.010939601379036434,0.03269736991503274,0.05982977534322783,0.008356610524856192,6.835958060648486,13.72641184853227,-0.5543534319400796,7.383893577745184,16.2024489863862,7,2,0.0
0.014655479184129905,0.0297318602241724,0.04093468184158147,0.01028619729081945,6.790617037275441,13.527690903977296,-0.732063747089693,7.516089093724694,20.926289770180457,7,3,0.0
0.0194601250820117,0.0495144942578623,0.03840479186341123,0.013080658902853492,6.747866716615396,13.377468347001177,-0.9047830271091494,7.644354661303014,82.29567364705892,8,1,0.5
0.019587444735948988,0.050358591796899436,0.03752244135158069,0.012845300895704447,6.725044038286444,13.253885507810232,-0.9637454135428422,7.680297692304684,78.91856261770955,8,2,0.5
0.01926906103290539,0.052966297159923105,0.03996721782995927,0.012884209592310516,6.738533230639836,13.38433011492937,-0.8772501580691244,7.607215906414607,80.75129476650372,8,3,0.5
0.00960640601502504,0.021286795130837234,0.07782825532247438,0.006580904507926689,6.761959746436629,14.649691779406067,-0.5043047826020008,7.259696204076692,282.1209804608567,8,1,2.0
0.010178933234157271,0.029470565257027865,0.07723165237847046,0.006771331456318176,6.733270775082544,14.655645174179153,-0.3645770242928374,7.090693659801468,127.48163795575877,8,2,2.0
0.010258899442400922,0.02639319598090076,0.07494688288012506,0.0068716939431557175,6.744434162208659,14.693060170151833,-0.38909525023650243,7.126550254928196,182.839288079767,8,3,2.0
0.008626789605732281,0.030043962867351268,0.09275353678155164,0.006647134929820757,6.878564008085233,15.487238670314667,-0.11876503003269974,6.984701258701268,127.47436966090505,8,1,5.0
0.008794898352955646,0.03397971275225569,0.10102824587069707,0.0065460555365201645,6.851593710308555,15.34550875246956,-0.11912791325584281,6.957941167502146,85.50087644075124,8,2,5.0
0.008939266833761094,0.02937036712257109,0.0933723141070551,0.006473340960185888,6.834728036364299,15.32562632757919,-0.1714185958310728,6.993372929697262,111.19477785949243,8,3,5.0
0.015282966671967695,0.06910528953404052,0.05993686063556367,0.011933516823932525,6.858408355363392,13.644983843858375,-0.5948468294310382,7.444513167128736,23.190265202980065,8,1,0.0
0.013427637531269335,0.04707256951665647,0.05447540243130539,0.010258162418355109,6.839419671532086,13.709795653905164,-0.5731375509983997,7.404864091481391,16.813385304582464,8,2,0.0
0.015225743789831289,0.03465065743232302,0.04328512276565734,0.010687891714238482,6.79075900591119,13.508199134867871,-0.719032722243041,7.502958414136102,22.76529648631313,8,3,0.0
0.019776089629678674,0.052973068137802864,0.03992229579876903,0.013290546923691238,6.74795115529468,13.397240981151176,-0.885695138692966,7.625263443899484,112.10200769108063,9,1,0.5
0.01978833388668982,0.05398472612417073,0.039355810588922284,0.012975631960179299,6.724984517016628,13.2832156669741,-0.9333784580122696,7.649793595030126,106.04423603513798,9,2,0.5
0.01806357888017597,0.054593807426787766,0.044983752204022356,0.01208031059627299,6.73721160618848,13.48720868410621,-0.7561130154613928,7.484988402371344,111.17115750584533,9,3,0.5
0.00995600095832914,0.02873921822870966,0.08630590098541083,0.00682763954402198,6.761570952109736,14.709886817249524,-0.37625748738944065,7.130974368502754,344.3672563658788,9,1,2.0
0.01116569410884335,0.04228196757881173,0.08105091694295308,0.00743425505785438,6.734015940556082,14.722570645073757,-0.24467545644389713,6.970777591658128,165.50619275925823,9,2,2.0
0.010751143717151137,0.03525570247957857,0.0820715757741569,0.0072081482529897205,6.744314997885373,14.737246802617385,-0.28593632322094065,7.022868755458071,230.97904920515745,9,3,2.0
0.009277719186819284,0.04255522141516386,0.10001279137992143,0.007151393436563164,6.8798732668747276,15.511688561687915,0.011634358671128716,6.8546324886161,137.35707870774166,9,1,5.0
0.00988831795528502,0.05287419691706346,0.10565080353245174,0.007362409407366602,6.854071611866891,15.402402315113923,0.04478179597841779,6.794838719366313,92.74284881307354,9,2,5.0
0.00957928993747209,0.04147255149351196,0.1009990669592692,0.006939284963007417,6.835914895388569,15.350464343722358,-0.039454180025752725,6.861662316283061,119.48336914682628,9,3,5.0
0.015473593037116859,0.0831985936577207,0.06929840791333788,0.012083286316626352,6.858068998247219,13.572665872751632,-0.569013768565203,7.418154884194889,24.22180406270355,9,1,0.0
0.01169099835406251,0.04700668112826547,0.07098203335565842,0.008932264251302034,6.836378471559324,13.654679286635838,-0.4973377289918809,7.326819973167186,17.669283055135583,9,2,0.0
0.01639497180286715,0.041656095432329794,0.044538086559432075,0.011510144464206545,6.791504315134474,13.458733756431842,-0.7401181590582138,7.524368535018146,24.786459694737555,9,3,0.0
0.018842989217946644,0.05423109740725605,0.04375913671478895,0.012659936494374375,6.747047675097254,13.481686957160974,-0.7880109637234222,7.526861130613809,149.542295891175,10,1,0.5
0.019750234494353938,0.05660787362839424,0.04126130256622857,0.012950567651750823,6.7248264809061205,13.318899267471258,-0.8954309859971252,7.611678082254347,139.82671816235336,10,2,0.5
0.01973370751967994,0.05896456870703351,0.04284589819424624,0.013197607115187842,6.738722961062735,13.422893027695764,-0.8404675091659475,7.570512298051282,148.67909376972713,10,3,0.5
0.010994083421859773,0.044334105514129515,0.0923354236085006,0.0075469267608750425,6.762233708935664,14.795849651686932,-0.2107019816329517,6.965286665452783,405.88174875047224,10,1,2.0
0.012123988096446386,0.05853482223532201,0.08827391521123519,0.008079053440946763,6.73462856657974,14.715377481734272,-0.1849171187429859,6.910865853670438,204.24365144234955,10,2,2.0
0.011846337620830361,0.05122767390357657,0.08774151766085349,0.007949415754917062,6.74507062514445,14.77196333264026,-0.1865510008040753,6.923400546646949,279.41880940544684,10,3,2.0
0.01024257711888495,0.0618765801247992,0.10771852791629373,0.007897798445607253,6.881998998389375,15.497389254774916,0.10435537026610228,6.762541429585564,146.4794848783786,10,1,5.0
0.011102234821478775,0.07809370249273312,0.11403696420650879,0.008268666304905107,6.856713375044287,15.356178662069116,0.1075081800604867,6.732903126894639,99.16118145271096,10,2,5.0
0.010559954057811361,0.0605148748155858,0.10891271583879007,0.00765219113410672,6.8379567134810815,15.341313029831852,0.05997973971690484,6.7627848617524275,127.49572742485296,10,3,5.0
0.020788472329707538,0.11897582692683047,0.062479593732251475,0.016234898219509276,6.862353256001401,13.298407081955915,-0.8111067080550534,7.662822133825782,25.376636117512362,10,1,0.0
0.014258752274227075,0.0671989164508574,0.06702552966604838,0.010895047181095206,6.83950842313622,13.592760712381274,-0.5448182265792316,7.376119431786273,18.693057506963815,10,2,0.0
0.01785594554053017,0.05074239334858549,0.04595234417731831,0.012537450334668191,6.792347479531406,13.385413458392039,-0.7780473710518393,7.562654435792288,27.001483186655665,10,3,0.0
